A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
557,77.3841115039,231.7407947568,13.4957256862,6.889392064,71.331947962,4.7705053322,3.0413088686,good
558,77.5153918006,227.9664215824,12.3482788456,7.276863157,70.9888288702,5.5521452732,3.1716154476,bad
559,84.0255260176,229.2943204432,12.469211641,7.523421857,70.992772327,5.5349541302,3.2166669222,good
560,82.016042652,229.512652816,10.903678964800001,7.4675215485,70.5292575916,5.395007042,3.2971820748000003,bad
561,83.8897493709,220.5460228128,12.429374473,7.3533148875,70.7425232884,4.9392150983,3.3293083648,good
562,80.4930941617,228.6953575568,13.5216260302,6.897787725,69.5411004994,5.668360343,3.6846431924000003,good
563,82.831419995,227.3516709744,13.4113075456,8.5661853795,69.5987349034,4.5951459269,3.6235167338000003,bad
564,79.0228472843,228.4214768448,14.3072582494,8.427815095,71.282626252,5.04600971,3.7107247088,good
565,81.5992310754,227.916275928,12.174504511,,69.4045784404,5.3442551948,3.5295273302,bad
566,75.8144105344,230.9674051072,11.619764521,6.3951872175,70.4669787472,5.8962219719,3.4122324374,bad
567,612.7902590419067,227.3644657568,13.6444591588,7.7591810925,69.3858323128,5.5174589636,3.3212567926000003,good
568,80.1915928821,226.9981157248,12.7948962982,7.8501310570000005,69.2976988486,5.1155684468,3.3505568448000003,bad
569,79.4298991879,227.7598328928,13.745119654,7.4816510355,70.6320419908,5.3109697562000004,3.3027902172,good
570,87.5310586444,,12.202268053,6.2961124585,72.6025201564,5.1948460073,4.571541418,good
571,80.4560687553,231.1862999664,11.1571162258,6.9940740755,71.0659418206,5.0576255873,3.4139696716000003,bad
572,74.5345786721,233.4769917744,11.3705496916,6.4288791325,69.9716268478,5.8865014688,3.8008953698,bad
573,86.6590078563,221.2341084496,12.0708004486,6.6397331655,71.1450299368,5.573171813,4.0890027706000005,good
574,80.7403581876,222.9809289088,15.32196778,7.818301034,71.9572329928,5.3285281748,3.3955846208000002,good
575,83.4809476357,233.5302855008,14.2223849644,6.0491759445,70.2134375182,4.7613888104,4.617491613,good
576,80.5597140669,229.4339915968,12.6758308966,8.429920221,70.4031939976,5.3875514555,3.7841211284000003,good
577,80.8892231819,230.2485702464,11.5919196394,6.891073392,71.3439059506,5.0195331002,3.4575618556000003,bad
578,82.1226867184,229.4459859136,12.3996282322,8.225917869,69.162712198,4.8069066758,3.9621901536,good
579,73.8693366615,232.688940384,12.987336751,6.4055223985000005,70.3435301392,4.9871734247,2.9957003674,good
580,76.4279786326,230.6450187904,13.310950444,8.2075045835,70.971817915,5.0026589852,4.1252867078,bad
581,85.3824624278,226.8866909344,9.755823331,6.397641577,72.2054541178,5.3007459277999995,3.6006184902,bad
582,84.4146888683,228.9428794752,11.734272647200001,7.9995566745,71.2605432172,5.1664047665,3.4469885986,bad
583,85.5575491397,228.1648993584,11.9405020882,8.138665062,70.5201243274,4.9091366729,3.7956367492000003,good
584,80.1501351272,226.969115408,13.7814546886,6.9023097825,70.3763934748,5.5722945893,3.4715178538,good
585,74.6331201315,228.9180550976,11.765197117,6.9878499475,70.422132868,6.3613779998,3.5557790404,bad
586,79.0224360654,230.528789808,12.148588781800001,,70.1389116646,5.6334953393,3.807624106,good
587,74.8123340424,227.857475536,12.831278269,8.3850312645,68.2660811098,5.5325162105,4.1448659518,bad
588,76.0553250776,229.5589892912,12.3598865956,8.5399256275,68.608684132,4.4160429002,3.3769674974,bad
589,76.3024990739,228.0054018624,12.5734095208,7.728346409,69.350631181,5.127068219,3.2644061158,bad
590,83.0991217452,227.8930024576,11.792181301,7.8110806285,70.1566089106,5.0879192321,3.5072145706,bad
591,79.1007535714,229.1117666432,13.3357693906,6.7877491415,69.849904933,5.5555707938,2.6381433288,good
592,86.0805514579,231.5394605984,12.681957547,65.99012744533428,69.3981036058,5.135126969,4.1153899104,good
593,75.9435166991,227.587702984,12.7971683686,7.562463457,70.7159045068,5.4105954689,4.1962232534,bad
594,578.5586099398578,230.6394326064,14.0118933964,7.161324636,70.25914927,4.6598043773,3.5865374852,bad
595,84.9704737846,227.4621260576,10.3790234332,6.457235024,72.0151929742,5.1786998156,3.779054851,bad
596,,227.614229352,14.4863684002,6.8398970225,72.0756151132,3.9714336242,4.4347106002,good
597,75.4147526556,228.441429528,12.8011173892,6.2584794,71.0447520346,4.4403857282,3.6240345064,good
598,80.1538440963,230.498275776,14.261358934,7.6424224195,70.8606214552,3.877889456,3.810181622,bad
599,78.9746861717,229.4048016832,13.4437697386,8.6505757555,70.919025646,5.202462557,,good
600,78.8753810871,226.0055705232,14.6719414576,7.3929939515,70.1599809004,5.4769604438,3.5106152308,good
601,83.0686005233,231.3522308496,10.3235549464,7.4320507305,69.537426487,5.5716132707,3.5983727244,good
602,80.8361855863,,12.4874375374,7.0804973855,69.9701451406,5.9244784661,3.8669787172000003,bad
603,80.6058295616,225.168340168,12.0435503614,8.295706455,70.219943869,4.6703226923,3.7509683324000003,good
604,80.0661545173,228.5113729408,11.816804254600001,7.690598634,69.2694980746,4.9169222477,3.720728485,good
605,637.0076768656785,222.9801217248,11.4826586836,7.6987472315,70.802586184,5.3559429167,3.914653866,good
606,85.065283568,227.29832764,10.2189709618,7.64857997,70.276172068,5.5667520431,3.5258565168000002,bad
607,78.8468470391,231.9643805696,12.8904992476,7.2202505985,69.0834639916,4.6144529783,3.8872746652,good
608,78.8473487341,223.2013944096,12.1834773388,7.5641716905,71.5052072998,4.4948290277,3.5242235878,good
609,82.0371374058,232.2469597008,11.3745480574,6.5456713815,69.9247203388,5.2995357389,3.7592128276,good
610,78.0553470322,227.2067991088,13.821716478399999,6.861433161,69.7749993274,5.2184659496,3.2630681586000003,bad
611,76.8778379751,229.5427267568,13.2962927026,7.329088886,71.23537114,5.3869341452,3.6334309516000003,GOOD
612,84.6503764298,224.7826262224,13.0931733346,6.6040570725,72.1675415278,4.9425391997,4.3183338944,good
613,78.8823415984,226.8490357552,11.8818941488,,69.168290968,5.2277322182,2.9858135566,bad
614,78.8497504025,230.8335271936,12.4828581964,6.6421506885,67.9225591618,5.1334188251,3.704196136,bad
615,84.3229399412,228.0846951008,11.0195538946,6.005096577,72.0215923282,5.5794930764,4.0382505248000005,good
616,83.2322629304,229.6115723408,12.0338807956,8.2939750015,68.8941084142,4.9140966458,3.8804732246,bad
617,77.707968744,229.5129159472,12.6689454142,8.0359797725,69.4201396732,5.6455873658,3.4307260302,bad
618,84.9829009569,228.8359166992,9.9520586296,7.6174236335,70.2702225202,5.5381238693,3.2548229598000002,good
619,75.6313692825,229.679014944,13.0142040268,7.3384420105,71.0286961648,5.0574386039,4.1326832516,bad
620,77.9079669259,226.914580384,14.4926558074,7.2239938635,69.3585262366,4.9976496146,3.4696213692,bad
621,78.1455510256,223.2780115232,11.9916204178,7.7730339915,69.2018499598,5.7930628595,2.7984828084,bad
622,81.2206720449,226.0774899248,11.4077246176,6.817535167,72.16925427460001,5.5694903732,3.8654241160000002,bad
623,78.9356263251,228.939291672,12.006374305,7.200413611,70.5963699406,5.323100153,3.7407237362,bad
624,81.1548247139,232.0096344688,11.0890895944,8.8964642615,70.2684877804,5.4091064612,3.7546499328,good
625,79.3995107133,226.3749650928,14.3266043002,7.6896329615,70.9886733778,5.2554533735,3.3078203346,good
626,73.8687982395,224.7890739856,14.0511351814,7.5881849265,71.7892235422,5.1816408272,4.262277274600001,bad
627,84.1313462744,225.7584316256,12.1537233328,8.097230275,71.7186511168,4.618161635,3.9451001702,good
628,73.5034177135,226.9634348352,15.4974363856,6.7034084935,70.2231789454,5.3072415224,3.6391213152,good
629,79.6029727358,230.0392668848,12.8432255308,7.4648307435,69.6322462396,5.4033191102,3.5584216586,good
630,78.4660122684,228.2797331856,14.0088450886,7.5614703855,71.5387664422,4.5393885383,4.1886563504000005,bad
631,80.4128132527,2147.567178307938,11.632184266,7.5420449815,69.3842744488,5.5927992416,3.6114188328,bad
632,79.7326041251,227.180746848,12.9187105684,8.5358404945,70.2133640182,5.6140142357,4.0316064668000005,good
633,79.6154878021,229.0483378464,13.21834564,7.4497800575,70.9292662408,4.3985122289,4.1981400106,bad
634,91.1458404238,231.3137828912,12.6442293604,7.384231767,71.8300571776,5.2052147792,4.9402789380000005,good
635,76.8277690155,230.5936736432,14.2712758216,7.801410079,69.1846745032,5.0818737046999995,3.2846636274,bad
636,76.1376267848,227.6461261632,13.1713239388,8.0849446055,69.3374529214,5.1930731618,3.9551487672,bad
637,80.8721373369,228.4058317856,10.6198526902,7.045241816,71.6380406332,5.7866106578,3.6485884444,bad
638,79.5030935738,228.3732226272,13.3893703198,7.4529579885,68.6013260674,5.1283671494,3.7137939498,bad
639,73.0400123685,231.4107345936,13.4631929068,6.134709266,70.2853209286,5.3020568165,2.864971453,good
640,77.4057762691,230.530610168,12.7101264784,6.740569161,70.2680151406,5.6897814509,3.7225095588,bad
641,79.6842908016,227.4142958112,14.305785445,7.7684938045,70.0657024198,5.0531614136,3.6753587812,bad
642,79.7128293184,230.2411755936,12.714025532800001,9.163218609,68.160620911,5.1586465067,3.1739078546,bad
643,80.0686072577,229.0343250944,13.6172796544,8.4232400765,72.2373965218,3.6802970807,,good
644,74.9727413714,228.1586341312,13.5841684486,7.7392799285,69.8671372768,5.0537804846,4.3077464706,bad
645,85.0431343579,229.5032011904,13.50468772,8.5041450415,69.3127791274,4.2889603052,3.974813481,bad
646,76.289486143,229.4796735376,13.4552186458,6.7285413515,69.9212480938,5.307942761,3.4880622146,bad
647,80.2693970119,229.2988357872,12.232279615,7.303194657,68.7613336768,5.9357654948,3.4314993522,good
648,81.0450436278,228.6026841888,12.6495966682,7.570402595,69.6848636614,4.6430096261,,bad
649,74.9071632742,227.4354203696,15.2605766962,72.16350078849568,71.0946858232,4.851244571,3.826433701,good
650,75.4450684913,226.2457032176,14.548738329399999,8.252232238,71.5632758626,5.0180675837,3.5647783118,good
651,80.8319673602,226.6361320064,12.339393322,,72.6569641678,4.1176587008,4.2552045842,good
652,79.7192255031,226.801093712,12.8269893616,7.840299596,68.4919353796,4.6414024073,3.1098472656,bad
653,79.8439378228,225.876511944,15.6111072754,6.6154760485,69.3944057038,5.5911455957000005,3.4581570938,good
654,79.4770277474,227.6205855296,11.9623326088,7.834638796,70.0101402784,5.794519886,3.3966511706,bad
655,72.038321605,227.6573559232,14.1956369932,7.8346116075,69.2545181026,5.0842615196,4.254193814400001,bad
656,82.7886474249,229.445081488,11.8438762054,8.3256090405,69.942447526,5.1030745178,3.6636988988,bad
657,72.2172833004,229.409306056,14.324796667,8.2161939615,68.6896241932,5.3460282965,3.5434393600000003,bad
658,79.8224536963,230.4997574976,11.9893436848,8.500015159,69.1294463182,4.6671371615,3.7184475084,bad
659,79.7322088643,231.747348864,13.1615695096,7.292146799,70.9242973396,4.02092387,3.7053747546,bad
660,78.2163445259,228.0817762512,13.8686907964,7.7977889395,70.2025734316,5.4498117362,3.5789150136,good
661,78.2418364687,228.0579212736,12.4414767868,6.9051004635,70.6360561354,5.3641952225,3.703910219,bad
662,76.2912338238,228.4909098992,13.5726858526,7.412706149,70.7358845122,5.3497070702,25.607895324453366,good
663,79.1828560332,231.924269504,12.030815065,8.159088442,66.5189402554,4.6009035959,4.1146167752,bad
664,83.8626857614,229.2317128512,10.1366375368,7.378357006,71.251003141,5.9205739247,28.25092189387363,bad
665,80.6536057418,224.4256307408,13.7049129064,8.378383333,70.8959388316,5.749599944,3.9205540742,good
666,80.3937028817,234.0007848288,11.6345773972,7.8587348095,69.2920849294,4.6917244988,3.4824492368,good
667,75.5324329119,229.5637726912,10.8589630168,6.18090459,69.9677657674,6.5762180774,3.3511818328,bad
668,82.785032236,225.5596781536,13.595574127599999,7.750960315,69.1357185328,6.0915153764,3.6705817394,good
669,82.722596811,229.358286688,12.5496957934,7.810755638,70.9853432296,4.436036522,,bad
670,551.1439315759975,228.988674376,13.1835886972,7.3153607955,72.0236249668,5.3573639177,34.59596173003681,bad
671,84.05279461239999,2149.4916890011336,12.302408779,7.2353603755,69.8736620914,5.2074899249,4.0930473398,good
672,82.6244273982,236.9809054752,11.4580328272,8.069517364,68.41585658139999,4.9896978908,3.6485757252,good
673,,230.6358835952,12.035987764,6.3984005315,70.6583239474,6.3087087821,3.7043039782,bad
674,83.0265206153,231.381271096,12.4089156442,8.601596583,72.1288829218,4.1306941904,4.119997939,good
675,83.4356108085,232.6101304416,12.523057558,6.968991215,69.7567010212,4.9049747858,3.6189294432,good
676,80.9477485323,226.6802066112,13.6372347904,7.765142165,66.5719411972,4.2110207299999995,3.3097000474000002,bad
677,74.4396654128,230.6631025408,12.8579310922,7.2218055935,70.4682338068,5.3436813626,3.6079160828,good
678,79.8572249674,232.6955447904,11.0989180774,7.946184795,70.0089728578,5.5523179549999995,3.0858825842,bad
679,78.6490329034,224.595733032,14.0955729856,8.3416429735,71.623885612,5.3230767566,3.7072424476,good
680,83.8418668838,229.6662254208,13.1267669488,7.444819444,68.5718014222,5.1178097456,4.1130645046000005,bad
681,79.7161611888,230.7377676608,12.8584515694,8.285714171,69.3534938536,4.3628888681,3.8158667942,good
682,79.1457897901,229.370511464,13.012694191,6.807250749,70.997662369,4.6153503917,3.6708978022000003,bad
683,81.6353262399,224.9827257472,13.4141055082,8.3072423955,71.2957733446,4.1450256218,3.8820076104,good
684,72.8575464309,227.1269134848,13.3113420664,7.303594856,70.900001626,5.6985555979999996,4.0240705272,bad
685,77.7910306412,229.5168272624,12.7317164584,7.343633939,68.7955876192,5.2358937332,3.689357758,bad
686,72.3610796134,227.6409870672,13.7535874426,7.1550705135,71.1579097426,5.2205498411,4.0767872488000005,bad
687,79.1206340504,228.150483232,14.3943932566,7.7207992574999995,70.8334040938,4.8621227414,3.1477481346,good
688,75.5257105599,233.08615152,12.4108761802,7.2173350465,69.0400765774,4.4256519209,3.4856458232,bad
689,79.7858663881,228.7691813696,12.4811685574,6.4414470569999995,71.3565581836,4.7003317313,,good
690,72.3213822199,229.8542426736,14.823327793,8.064351867500001,70.8934070242,5.0058873902,4.0947967422,bad
691,73.1441882266,227.8543652704,12.4955948242,7.2688418875,71.07134731,6.0073383977,3.8921524588,bad
692,78.3476414723,,12.902379658,6.1306620044999995,69.8775398194,5.3755692881,2.9439460058,good
693,82.361063861,228.7982209984,12.5794740478,58.021821386645726,69.980041465,4.8167907449,3.1756922336,good
694,83.0095487836,228.0477488576,11.4075039706,7.1315567815,69.572960059,5.1452936078,3.315038212,bad
695,74.3124126354,227.8365500304,12.3314197684,7.439774419,71.0175842998,5.4116629061,4.3529709426,bad
696,78.7984152316,227.3977508768,11.7747345886,7.9926267535,69.717698812,4.9982051126,2.9951768952,bad
697,77.9006254817,229.9306473008,13.514104099,6.9600475695,71.556124288,4.8241505321,,good
698,79.563233567,231.8212026656,11.612503954,7.4185207815,70.97146315,5.246414354,3.1072501792000002,good
699,78.480771932,229.1972400096,14.3182109428,6.9112526925,70.7580711724,5.1899276705,3.2996739272,good
700,74.8901708978,,12.1435664122,6.760518265,69.6809773114,5.6737222976,32.88422410453359,bad
701,80.5156596257,229.3049644096,11.2448407132,7.018661886,72.4553862232,5.136225341,31.635305891281504,bad
702,81.5122971587,229.0945826544,11.0320662064,7.761248073,70.9283703064,5.6071848203,3.366895415,bad
703,82.1028171435,,12.6848404948,8.084040425,68.7884392636,5.0216329058,4.1724320028,bad
704,73.9008171212,233.5979371248,12.405458490400001,7.230181478,71.4670108474,4.5380450702,3.0479207142,good
705,622.0018190487173,229.9795971776,12.6517299784,7.7320707275,69.922281373,4.8288301982,3.8696604916,good
706,74.5842878572,225.5885846672,13.2378783526,6.996531405,70.5428685742,6.0909475196,3.149786537,bad
707,79.6213515707,231.9394910224,12.6793007314,6.794136832,70.7389912036,4.6392661634,4.1646674086,good
708,77.350259544,233.5007908992,12.6713006134,6.47374094,68.9564008144,5.334801398,3.0151461318,good
709,80.0546168832,231.8991873984,13.4001257368,8.096624067,69.135670018,4.0533291566,,bad
710,75.1876961348,225.0021255856,13.6704185752,6.860491737,70.0926156244,5.5258434677,2.8488479534,bad
711,84.32449688290001,233.305591752,12.4688687254,7.3663658705,69.7320492682,4.1860210928,3.1100276534,bad
712,72.5886498163,2138.582815211772,12.4706298652,8.26552251,69.4798020484,5.8077415655,4.3233796336,bad
713,79.1731467102,230.72196592,12.4093999906,7.487819029,70.2192762412,5.1542439407,3.7106945778,bad
714,72.9988134715,230.9458471088,14.2951376026,7.69166582,71.4151129204,4.6230498503,3.5071454202,good
715,82.1234626689,232.4588028896,12.5985337258,6.4533615895,68.9169267604,5.2335011078,4.0146035694,good
716,86.3539550416,2124.593108595183,12.7443538636,7.189718378,71.0762736562,5.0462498765,4.1332199256,good
717,80.6415998185,229.3407331984,12.8719602352,7.9828722835,70.163737012,4.4434829129,4.3316974892,bad
718,,223.76071168,13.8523406944,7.4357331875,68.5278388108,5.2895876507,3.1694883934,bad
719,77.5963012904,230.5295015312,13.3516049752,,70.222721179,4.0025059568,3.6738321822,good
720,74.6254560312,231.3834023904,11.1102167044,7.0026881375,68.0433844516,6.2514320774,4.020412377,bad
721,554.1814711269527,227.648250744,12.9907433386,7.0446857805,72.4055238784,5.3377759382,4.185285262,bad
722,78.6307657999,225.3530544176,14.5896220636,7.7991910985,70.8405162526,5.5123045364,3.5207428184,good
723,83.0041900711,228.9559118704,13.0821902998,67.45057212552835,71.113664341,5.2770382286,3.1312503978,good
724,78.7442596779,229.2904406048,14.0028597136,6.2118679775,69.7164937396,5.4119112563,2.7550488222,good
725,82.2229058702,227.8057176896,12.3928412242,7.403423406,69.8184311104,5.2809285614,3.353911503,bad
726,76.5004333656,230.4468378512,12.935754361,7.6674463535,70.0268920696,5.0449875776,3.6348868284,bad
727,79.8185264742,224.9716555792,10.7376480424,7.174794343,71.1725275486,6.1783380884,3.7461166660000003,bad
728,79.9508259556,225.5200494224,13.2654414352,8.383913077,68.7046642036,4.654929536,3.1527582708,bad
729,80.3184806638,230.4970986816,12.5977836706,7.9879459485,69.1850565952,5.1649615706,2.8461863462,bad
730,79.2879951172,227.0083223792,11.8338848164,5.935539211,71.575035079,4.8979248989,3.392358534,good
731,81.4946259655,228.0977831872,12.5779460236,8.013128735,69.9012863848,5.6326869353,3.4543618888000003,good
732,84.15300803,231.1650276192,11.0640832732,8.9222829465,67.9061307004,5.1685624853,3.2987333858000003,good
733,79.0492092846,226.9626240208,14.8760070952,8.281517601000001,71.7519604132,4.7046316565,3.1363768012,good
734,77.0410231554,227.0462019152,14.2684709974,7.1810939475,70.942752079,5.1871386044,3.5152287572,good
735,77.6210495713,230.6072938448,13.3782268348,7.447991849,71.0891055922,5.1752407256,3.4453154384,good
736,82.2553924179,2125.023911042913,12.7926805264,8.1336329815,71.7915623602,4.2739846154,4.0019986436,good
737,76.5498339945,229.9359270912,13.1405366818,7.544775277,71.4207060934,5.293999442,3.6767518968,bad
738,86.4883896746,229.034522944,13.3994195848,6.105700226,72.4134930118,4.910051978,4.373777146,good
739,76.6349084344,230.492102568,14.0987047408,7.717113003,70.6091492452,4.7704261283000005,3.6960979112,bad
740,75.8923121703,229.9768427136,13.0254443956,7.8623347355,71.2556217226,4.7693517959000005,2.9733574712,good
741,80.1469631988,229.7261197984,12.1813625314,9.245759592,69.3233052712,4.2684094103,3.6003042888000003,good
742,73.5593245428,,12.9884184112,6.9547100365,70.9128836308,5.2070692652,4.3012929958,bad
743,81.6117132337,228.8109115632,12.0852597634,7.5219739205,70.308526432,5.3508574439,3.3431010476000003,bad
744,80.2336469919,226.1070563216,13.7894941534,7.5690079185,69.758994811,5.2486243088,3.393698121,bad
745,79.9429634744,229.0963371776,13.505323516,6.7643983065,69.328986661,5.4644541302,3.037119751,good
746,70.0425434676,223.4209762176,13.7794649524,,72.5062800622,5.9207292587,4.6272277576,bad
747,80.9487193107,228.701360792,11.7105307486,61.660720460764324,70.4234836594,5.099443778,3.2300202416,bad
748,,226.8450755744,13.5492387982,7.309240273,71.0305225438,5.4337445042,2.9934441728000003,good
749,81.0719649216,229.053375272,12.2231151514,8.053767955,70.8824429962,4.5169100381,3.9972312712,good
750,84.349841969,227.2659016576,12.5027316598,8.507833907,67.768693813,4.589978903,3.6508037434,bad
751,80.9839752243,225.874023648,10.9905284224,,70.1777221624,5.0127321263,3.2990154464000003,good
752,78.2118506231,226.7722132768,13.2310869568,6.142886665,70.6581437938,4.6075235798000005,3.691944653,good
753,82.6642114317,222.1003041792,14.6236151098,8.1190675315,71.162784292,5.7953995379,3.7977081996,good
754,84.0739150333,231.9517953712,10.6825096654,7.9939098245,69.2870859586,5.3306603444,,bad
755,75.2184993699,228.0368633776,12.7846911844,7.2088766505,70.7549052466,5.5405407488,3.7779318216,bad
756,77.4980940429,229.690313384,12.042345565,8.021853698,69.8486388154,5.1281157104,3.499890637,bad
757,72.0258530963,227.833057496,13.5817512442,8.3474989225,69.0816047494,5.6069201972,4.0354564348,bad
758,81.3096545321,228.0698008368,12.7776988066,72.63128433298604,70.5893314906,5.5564399483999996,3.173005374,good
759,84.4953789917,229.346465344,11.8663883362,7.1585179195,71.3927049712,5.0604818474,4.1933389664,good
760,79.4258016954,228.410804488,13.3318805578,6.991704159,70.3383880954,4.485209345,3.7467099314,good
761,87.6026623978,224.6732793488,11.5643697664,8.305068606999999,70.9131710734,5.0899050479,3.5678475132000003,good
762,77.6261408949,227.3802920624,15.2749344064,6.564363714,70.2499972522,5.2315192514,3.4157280552000002,good
763,78.990106148,231.6746677328,12.018450496,7.273290873,69.4581384766,4.699060337,3.272940893,good
764,74.6522409031,228.4888698864,13.1914660276,7.341608064,71.3317016206,5.3128829267,3.36887295,good
765,81.5657339975,226.3887930832,13.1147984212,8.505065699,71.286596158,5.4275879165,3.4189308458000003,good
766,75.0530773899,228.3484407184,13.5675840448,7.761178434,71.7348988042,4.7830290335,3.3868186618,good
767,79.7532955811,230.6476716176,12.699045034,6.7700959415,71.6541361912,4.3751949125,3.6487936594,bad
768,81.5805013504,229.5758342064,11.4446193244,7.5120080555,69.8504423176,4.9358341145,3.7321709388,bad
769,83.7533268154,232.3666673504,12.23101807,7.0473225375,71.686794559,4.1920051328,3.5057135668,bad
770,81.2242860786,233.1187935792,12.6888776842,7.6054587095,69.8438440612,4.6103834753,4.1240123248,good
771,81.8160746725,228.1316134304,12.9631840954,,71.3049643726,4.4566797278,3.9124135174,good
772,76.4257761887,227.3318346,12.530614999,7.7274815865,71.091840814,5.4344853572,4.0411398076000005,bad
773,76.0128399832,229.6888839344,12.6177074848,8.4298535925,68.6036698636,5.6787911117,3.332434092,bad
774,82.011801282,229.8735910976,12.0737010628,6.7246901425,70.2652931512,5.0260286564,3.663511187,good
775,81.0765242129,2117.3647035396675,11.0120916892,7.3316771955,70.6521255634,5.100584276,3.4008827928,good
776,82.1801518821,233.1384950256,12.0480730078,8.2556072165,69.2352124864,4.7645629259,3.8660145488,good
777,81.4466306526,229.7582242272,12.041720452,8.459195659,69.5753101654,4.5803247944,29.511443881690745,good
778,77.76277033,228.1917489824,12.7212448642,7.4354917655,68.9132023384,5.1985244321,3.3737292564,bad
779,74.3365912697,230.1624251184,14.8069790788,6.815240804,71.5421511832,4.7433105014,26.651134137138374,good
780,78.4024924716,224.047366064,14.7478899016,7.764128823,70.0477810246,5.5867062869,3.4921797506,good
781,82.0539010355,228.962068856,13.7424696118,,70.2780070432,4.4924413298,,good
782,75.6896869002,227.136320056,13.867339711,7.528297857,68.52078553,5.2075667873,3.5235363844000003,bad
783,80.9789515996,228.1818602416,9.8892688474,7.510836858,71.1308123134,6.0878110145,3.5649341116,bad
784,77.0739976497,229.4930780048,13.6733192158,7.9260743365,71.4063741976,4.9901437373,3.6703932644,good
785,72.1236640133,2169.7073091779835,13.8924103618,8.032856577,72.0418955122,4.2102122312,3.3473872042,good
786,86.295889495,230.0348308624,12.8232186238,,72.0090932032,5.4753961805,4.5246325336,good
787,625.7211239350221,226.1564422848,11.1391547242,8.8085021455,71.1403836028,4.7174911742,3.5253399142,good
788,80.8664979374,231.743701304,11.7907386496,7.8468153115,70.8395578642,5.264485418,3.0507092948,good
789,77.531725713,228.1996888688,11.7890510728,7.0564716475,69.0431518822,5.4081010964,3.0887985834,bad
790,78.7728699292,225.8970354688,12.0304722484,7.163272426,71.7304485658,5.5609271072,4.4650617248,bad
791,75.2925494531,228.9472759312,11.743215421,7.790003037,69.452996281,4.8741981851,3.0101112646,bad
792,78.9595410399,225.9232968624,12.4785690118,7.2296358885,69.2253142366,5.3416567424,2.9801885476,bad
793,75.7308025278,228.9277045296,12.3292856266,7.475144816,70.1794069084,5.5864944506,3.4297409616000003,bad
794,80.8369196893,231.3703789152,12.834450016,9.639542617,70.0089192148,3.7785846932,3.3360996724,good
795,,225.0490425136,12.097943967399999,8.113356456,67.8805285954,5.1695727779,3.1892611164,bad
796,81.7986164237,231.0068531456,13.3974355072,7.5984773365,69.569253004,4.460878403,3.7168527186,good
797,76.2450902129,227.284040128,15.3632535652,6.5312365245,69.3263292088,4.9868708516,28.225330555385113,bad
798,569.2629528094606,226.9256231104,13.4171451718,7.195296172,69.540880321,5.313964019,3.1824514342,bad
799,77.4651718176,224.83630299200001,12.2610414736,7.719071126,69.6642912832,5.5893778870999995,2.9039792458,bad
800,81.1391592785,226.5489124608,12.6974159536,8.114272337500001,69.3264694504,4.8618599312,3.2790478768,bad
801,78.8205026841,226.431854792,10.550096293,,71.9798600968,6.1562727428,3.6897207028,bad
802,76.315051194,229.4173722112,10.980935191,8.4492718045,67.6314169408,4.9331014646,,good
803,581.2778124860707,227.6051213072,12.8181862468,7.7125388955,71.309845468,5.4598412018,3.8867634854,good
804,79.4739434375,,13.8266377216,6.6961351365,69.1901920648,5.806472012,3.5882800610000003,good
805,80.7116187743,229.72606616,12.5361252334,7.728187976,68.5928733124,4.8241408229,3.6241826134,good
806,78.3662164252,2139.3036639048637,12.540918739,7.3629689305,69.41428897,5.083653707,3.203654186,bad
807,603.4240377458234,230.159239432,13.1834621944,5.6994577525,71.6388031612,4.8202068143,4.290391005,good
808,79.0469620102,227.5102958016,12.104405357200001,8.0848329535,69.2439232618,4.6400812214,3.4078166902,good
809,81.9088735035,230.1384998016,12.5033666806,6.9936775505,69.1984582714,5.0513504738,3.8372355098,good
810,77.7981817092,225.15813544,12.0676924468,,71.9861274424,5.7865315892,4.1681226384,bad
811,71.4281235824,2190.8889100055326,10.903193568999999,6.491767689,70.8246440218,6.2242469681,3.6361562394,bad
812,83.5490459727,227.5592173168,11.960188069600001,7.568249686,68.5853535118,5.0969108291,3.4175208286,bad
813,83.1660733714,224.366138952,11.0746960948,7.917030074,70.6050229468,5.1462602084,3.506999326,good
814,81.6226724945,231.729106752,12.8724036382,8.3297663875,68.9069249146,4.4105947922,3.3479240286,bad
815,77.6547604581,227.5741623264,13.4327125144,7.408631367,69.9174069052,5.0688071084,3.6342629766,bad
816,79.4807649961,225.0871751168,13.4488568098,7.4906968535,71.9527257982,4.045770449,3.9560633424000002,good
817,80.8916618832,231.0327223936,13.460659405,8.726901692,68.1048627844,4.3240965038,3.802090267,good
818,74.6132641777,229.5140183504,13.0859024452,7.350749039,71.1573861772,5.0707758557,2.9451832974,good
819,84.471511965,226.352522704,12.5559492718,8.3137337665,70.3036962442,5.5468462088,3.3180231190000002,good
820,73.5736135194,230.0126315024,12.7158075424,8.80418733,73.6592670886,4.2691085357,2.8867281366,good
821,80.6833594606,231.3760367408,12.6800338942,7.3942006935,70.9697722348,4.7858899559,3.0113873508,bad
822,81.5229091356,223.6655523248,14.5967639884,7.7129347095,68.1604033378,4.9797444182,3.3292568218,bad
823,78.6469716694,2177.7682682753357,12.055069915,7.4706610215,69.6445353994,5.7231997577,4.2833278692,good
824,82.7058709856,,11.9748054604,5.737977434,70.8114700234,5.4243458207,,good
